tag,pep_no,7010,7447,7448,7855,7853,7852,7449,#wbpos,#pbmcpos,8740,8742,8743,8744,wbmean
Mb2239_256,#107,0.127,0.053,0.14,0.059,0.073,0.1295,0.0675,0,0,0.0725,0.051,0.06,-0.0005,0.04575
Mb2241_177,#86,0.077,0.245,0.359,0.068,0.105,0.1895,0.1325,0,5,0.045,0.0685,0.0695,-0.006,0.04425
Mb2276_163,#170,0.0515,0.0515,0.05,0.056,0.074,0.0695,0.0695,2,0,0.221,0.0745,0.179,0.025,0.124875
Mb2307c_156,#207,0.047,0.049,0.051,0.055,0.07,0.077,0.0665,0,0,0.0615,0.123,0.118,0.01,0.078125
Mb2307c_178,#161,0.2875,0.0585,0.269,0.06,0.13,0.1295,0.0755,0,2,0.0625,0.0495,0.0695,0.0055,0.04675
Mb2311_49,#171,0.0835,0.053,0.053,0.057,0.078,0.106,0.067,1,0,0.137,0.103,0.537,0.0115,0.197125
Mb2318_2,#253,0.0725,0.05,0.075,0.056,0.093,0.088,0.07,0,0,0.045,0.051,0.0595,-0.006,0.037375
Mb2320_30,#42,0.0895,0.0555,0.277,0.064,0.112,0.1275,0.0855,0,2,0.0445,0.051,0.06,-0.011,0.036125
Mb2324_282,#17,0.083,0.0745,0.091,0.061,0.103,0.097,0.114,0,1,0.0455,0.05,0.0765,-0.014,0.0395
Mb2340c_159,#130,0.089,0.054,0.099,0.063,0.102,0.148,0.074,0,1,0.082,0.0805,0.116,0.011,0.072375
Mb2389c_164,#74,0.069,0.12,0.34,0.058,0.137,0.1685,0.085,1,4,0.1315,0.2115,0.061,0.003,0.10175
Mb2433c_56,#12,0.0845,0.0535,0.071,0.057,0.095,0.069,0.1105,0,1,0.0475,0.052,0.054,-0.0145,0.03475
Mb2435_73,#229,0.083,0.056,0.367,0.058,0.104,0.44,0.1065,0,3,0.048,0.0755,0.0595,0,0.04575
Mb2440c_66,#205,0.068,0.0585,0.215,0.067,0.11,0.135,0.0705,0,0,0.0455,0.0595,0.0585,-0.001,0.040625
Mb2450c_84,#19,0.065,0.079,0.128,0.059,0.15,0.207,0.099,2,3,0.048,0.189,0.1695,-0.015,0.097875
Mb2455_118,#215,0.139,0.1065,0.082,0.069,0.462,0.1025,0.0725,4,3,0.595,0.716,0.932,0.1015,0.586125
Mb2455_14,#160,0.089,0.0535,0.167,0.063,0.122,0.1085,0.0885,0,1,0.056,0.0485,0.056,0.0025,0.04075
Mb2480c_18,#272,0.07,0.056,0.284,0.067,0.285,0.595,0.0725,1,3,0.1215,0.316,0.0655,-0.015,0.122
Mb2481c_24,#165,0.0965,0.0695,0.358,0.059,0.095,0.1035,0.0665,0,1,0.0635,0.072,0.103,0.002,0.060125
Mb2481c_50,#123,0.2985,0.0525,0.237,0.058,0.075,0.1105,0.08,0,1,0.112,0.0505,0.0685,-0.0005,0.057625
Mb2497_121,#138,0.084,0.0525,0.079,0.062,0.078,0.0935,0.07,0,0,0.067,0.0515,0.057,0.0115,0.04675
Mb2528c_67,#133,0.233,0.062,0.257,0.06,0.074,0.136,0.0755,0,2,0.1105,0.06,0.0815,0.011,0.06575
Mb2539_134,#232,0.2135,0.055,0.327,0.058,0.482,0.385,0.0715,4,4,0.236,2.294,1.1365,0.232,0.974625
Mb2545c_157,#169,0.0995,0.053,0.052,0.059,0.076,0.0855,0.076,0,0,0.069,0.058,0.1135,0.0005,0.06025
Mb2556_165,#4,0.067,0.053,0.053,0.064,0.095,0.122,0.072,0,0,0.0465,0.11,0.0625,-0.011,0.052
Mb2557c_166,#97,0.142,0.0615,0.164,0.059,0.125,0.2495,0.075,1,1,0.154,0.137,0.131,0.0195,0.110375
Mb2561c_74,#181,0.2785,0.052,0.901,0.095,0.539,0.3795,0.0765,3,5,0.1585,0.3705,0.6355,0.0305,0.29875
Mb2567c_179,#18,0.203,0.3145,0.982,0.106,0.276,0.343,0.3195,2,7,0.1175,0.6785,0.9725,-0.002,0.441625
Mb2610_268,#144,0.115,0.0515,0.064,0.066,0.078,0.151,0.0675,0,1,0.1035,0.08,0.077,0.012,0.068125
Mb2610_269,#274,0.1055,0.063,0.099,0.07,0.277,0.1385,0.0695,3,2,0.201,0.616,0.464,0.018,0.32475
Mb2615c_172,#126,0.121,0.0555,0.088,0.057,0.086,0.0685,0.069,0,0,0.087,0.0795,0.1485,-0.0005,0.078625
Mb2637c_122,#235,0.2265,0.0585,0.15,0.107,0.718,0.1115,0.0775,4,3,0.5845,1.2925,1.0605,0.114,0.762875
Mb2645c_180,#72,0.0735,0.0505,0.366,0.058,0.083,0.155,0.0695,0,2,0.1035,0.055,0.0555,-0.011,0.05075
Mb2649_140,#155,0.1185,0.053,0.05,0.061,0.077,0.335,0.066,0,1,0.0475,0.05,0.0585,0.0005,0.039125
Mb2733_167,#236,0.082,0.107,0.142,0.064,0.411,0.084,0.0835,2,2,0.0935,0.584,0.441,0.031,0.287375
Mb2734_13,#3,0.075,0.0525,0.313,0.061,0.104,0.111,0.0745,2,1,0.088,0.4145,0.325,-0.007,0.205125
Mb2772_68,#140,0.175,0.0515,0.079,0.062,0.086,0.2795,0.0675,0,2,0.074,0.0615,0.0625,0.018,0.054
Mb2800c_119,#190,0.0785,0.0535,0.149,0.062,0.084,0.1325,0.068,1,0,0.0505,0.4145,0.0585,-0.0055,0.1295
Mb2809c_145,#132,0.147,0.054,0.063,0.06,0.084,0.0865,0.076,0,1,0.054,0.0515,0.0555,0.008,0.04225
Mb2826_194,#240,0.106,0.055,0.217,0.055,0.133,0.2435,0.072,1,1,0.0525,0.316,0.1295,-0.002,0.124
Mb2826_195,#148,0.1025,0.0565,0.149,0.06,0.08,0.0885,0.0665,0,0,0.057,0.0535,0.0575,0.003,0.04275
Mb2842c_94,#34,0.07,0.1415,0.133,0.064,0.153,0.1545,0.214,0,4,0.0495,0.095,0.134,-0.0135,0.06625
Mb2898_151,#27,0.054,0.0695,0.051,0.062,0.102,0.0745,0.122,1,1,0.052,0.1485,0.1635,-0.0145,0.087375
Mb2903c_124,#189,0.1245,0.052,0.113,0.065,0.095,0.139,0.069,1,0,0.052,0.517,0.108,-0.003,0.1685
Mb2939c_95,#231,0.098,0.055,0.162,0.058,0.102,0.124,0.0785,0,0,0.0455,0.114,0.083,0.0015,0.061
Mb2962_148,#39,0.071,0.078,0.253,0.059,0.086,0.17,0.073,0,2,0.0435,0.049,0.056,-0.0105,0.0345
Mb2962_69,#46,0.0695,0.05,0.058,0.059,0.07,0.0915,0.072,0,0,0.058,0.0495,0.0515,-0.0115,0.036875
Mb2963_70,#142,0.1165,0.055,0.161,0.061,0.135,0.1545,0.0735,0,1,0.0775,0.0715,0.066,0.015,0.0575
Mb2973c_9,#266,0.0585,0.05,0.14,0.061,0.115,0.1035,0.075,2,0,0.0805,0.407,0.2185,0.0025,0.177125
Mb2976_114,#37,0.071,0.0705,0.21,0.062,0.088,0.1805,0.0755,0,1,0.0455,0.0505,0.0575,-0.0145,0.03475
Mb2978c_34,#38,0.1425,0.092,0.454,0.07,0.161,0.2745,0.0885,2,5,0.134,0.3705,0.9845,-0.002,0.37175
Mb2978c_60,#159,0.1835,0.0825,0.548,0.068,0.179,0.2725,0.11,0,6,0.062,0.055,0.1125,0.005,0.058625
Mb2979c_108,#275,0.0755,0.054,0.112,0.058,0.143,0.114,0.07,1,0,0.104,0.337,0.141,-0.0205,0.140375
Mb2983c_131,#49,0.0965,0.5815,1.223,0.058,0.753,0.3305,0.7365,1,5,0.063,0.104,0.1875,-0.011,0.085875
Mb2994c_109,#13,0.085,0.0535,0.124,0.069,0.096,0.145,0.077,0,1,0.049,0.0495,0.0545,-0.014,0.03475
Mb3011c_152,#209,0.073,0.148,0.083,0.056,0.086,0.093,0.0705,1,1,0.0455,0.307,0.056,-0.002,0.101625
Mb3011c_153,#9,0.08,0.0535,0.105,0.064,0.072,0.1325,0.0715,0,0,0.0465,0.062,0.058,-0.0145,0.038
Mb3019c_1,#88,0.086,0.0675,0.271,0.068,0.113,0.1475,0.087,2,4,0.0865,0.3995,0.7535,-0.001,0.309625
Mb3025_271,#223,0.093,0.0935,1.881,0.06,0.118,0.741,0.263,0,3,0.0495,0.062,0.067,-0.0015,0.04425
Mb3025_272,#141,0.169,0.0585,0.166,0.061,0.1,0.507,0.072,0,2,0.066,0.06,0.076,0.0075,0.052375
Mb3025_273,#51,0.0815,0.088,0.329,0.058,0.103,0.1695,0.076,0,2,0.058,0.0535,0.056,-0.0065,0.04025
Mb3066c_128,#40,0.0665,0.056,0.087,0.064,0.117,0.233,0.0775,0,1,0.0475,0.105,0.0755,0.0005,0.057125
Mb3066c_22,#20,0.079,0.122,0.141,0.062,0.121,0.192,0.17,0,3,0.0505,0.0535,0.0885,-0.015,0.044375
Mb3071_87,#70,0.055,0.0505,0.069,0.062,0.087,0.089,0.077,1,0,0.088,0.248,0.119,-0.011,0.111
Mb3098_89,#29,0.131,0.228,0.266,0.069,0.166,0.084,0.2705,2,5,0.0915,0.2655,0.4875,-0.0125,0.208
Mb3121c_53,#47,0.073,0.05,0.311,0.059,0.088,0.0975,0.076,0,1,0.0465,0.052,0.053,-0.013,0.034625
Mb3131c_141,#33,0.0775,0.144,0.153,0.064,0.18,0.122,0.3455,0,2,0.057,0.0555,0.0795,-0.0135,0.044625
Mb3132c_125,#191,0.07,0.0565,0.065,0.065,0.187,0.554,0.067,2,2,0.0585,0.352,0.237,-0.0045,0.16075
Mb3167_274,#245,0.064,0.05,0.187,0.058,0.087,0.0755,0.0675,0,0,0.045,0.0495,0.063,-0.0075,0.0375
Mb3167_275,#41,0.076,0.0575,0.11,0.062,0.074,0.251,0.085,0,2,0.0455,0.055,0.0545,-0.0105,0.036125
Mb3170_83,#178,0.0885,0.0535,0.059,0.059,0.11,0.3685,0.07,3,1,0.3185,0.6555,0.3745,0.006,0.338625
Mb3171_126,#226,0.081,0.0515,0.241,0.066,0.1,0.124,0.073,0,0,0.045,0.1065,0.0615,0.0035,0.054125
Mb3178_123,#249,0.2525,0.057,0.14,0.067,0.491,0.218,0.0725,4,3,0.8025,1.3955,1.5315,0.174,0.975875
Mb3186c_6,#208,0.049,0.05,0.054,0.058,0.072,0.1185,0.0665,2,0,0.046,0.2325,0.333,-0.0015,0.1525
Mb3193_111,#62,0.0545,0.0505,0.132,0.06,0.078,0.135,0.0695,0,0,0.049,0.0935,0.0585,-0.013,0.047
Mb3223_63,#263,0.383,0.054,0.226,0.063,0.664,0.1535,0.0735,4,3,1.117,1.736,2.0845,0.271,1.302125
Mb3225c_35,#146,0.0995,0.0525,0.109,0.062,0.081,0.087,0.067,0,0,0.047,0.051,0.0555,-0.002,0.037875
Mb3228_20,#260,0.085,0.0605,0.124,0.06,0.094,0.141,0.072,0,1,0.047,0.0605,0.0615,-0.004,0.04125
Mb3241_58,#194,0.053,0.052,0.053,0.058,0.083,0.095,0.0725,3,0,0.271,0.866,0.8765,0.0335,0.51175
Mb3244_42,#77,0.0675,0.052,0.055,0.069,0.124,0.121,0.0755,2,1,0.106,0.233,0.5135,-0.004,0.212125
Mb3259c_16,#218,0.086,0.0535,0.083,0.056,0.111,0.094,0.0745,2,0,0.0545,0.3435,0.1615,0.0055,0.14125
Mb3269c_55,#16,0.0685,0.078,0.189,0.06,0.102,0.141,0.073,0,1,0.0455,0.053,0.06,-0.007,0.037875
Mb3274c_223,#255,0.2675,0.0535,0.199,0.064,0.455,0.101,0.073,4,2,0.941,1.131,1.5465,0.219,0.959375
Mb3274c_224,#2,0.0715,0.054,0.095,0.061,0.074,0.082,0.0735,0,0,0.0475,0.1485,0.118,-0.01,0.076
Mb3275c_147,#204,0.068,0.054,0.124,0.061,0.109,0.6285,0.071,0,1,0.0475,0.1305,0.091,0.0005,0.067375
Mb3275c_181,#57,0.0645,0.0745,0.227,0.064,0.228,0.148,0.0915,3,3,0.2005,0.5265,0.433,-0.0015,0.289625
Mb3300_37,#242,0.212,0.061,0.498,0.08,0.528,0.6285,0.074,4,5,0.776,2.6,1.9205,0.2535,1.3875
Mb3302c_10,#149,0.051,0.0525,0.052,0.061,0.07,0.0845,0.0675,0,0,0.083,0.0675,0.0895,-0.0015,0.059625
Mb3305_146,#119,0.206,0.053,0.275,0.057,0.12,0.1275,0.0755,0,2,0.148,0.061,0.0635,0,0.068125
Mb3329c_142,#198,0.0655,0.065,0.186,0.061,0.087,0.535,0.0705,0,1,0.057,0.081,0.062,-0.0015,0.049625
Mb3342c_143,#273,0.0765,0.052,0.058,0.065,0.26,0.338,0.07,2,2,0.0485,0.4055,0.247,-0.0545,0.161625
Mb3342c_80,#48,0.067,0.0545,0.14,0.058,0.078,0.077,0.071,0,0,0.044,0.065,0.0555,-0.0095,0.03875
Mb3348_182,#152,0.094,0.0645,0.054,0.065,0.088,0.1055,0.0775,0,0,0.0655,0.0515,0.072,0.004,0.04825
Mb3391c_33,#102,0.1085,0.051,0.053,0.054,0.073,0.0695,0.0655,0,0,0.0805,0.0525,0.0585,0.0005,0.048
Mb3422_23,#73,0.061,0.097,0.293,0.07,0.24,0.1335,0.1965,2,4,0.0645,0.255,0.379,-0.011,0.171875
Mb3422_98,#210,0.0695,0.055,0.418,0.07,0.138,0.282,0.0805,1,3,0.0465,0.106,0.1945,-0.004,0.08575
Mb3473c_210,#239,0.0805,0.136,0.425,0.055,0.133,0.2225,0.084,0,3,0.0485,0.0615,0.0685,-0.0055,0.04325
Mb3473c_211,#128,0.2195,0.0545,0.054,0.061,0.131,0.4385,0.0855,0,3,0.095,0.049,0.056,0.013,0.05325
Mb3473c_212,#162,0.114,0.0565,0.123,0.059,0.077,0.09,0.072,0,0,0.0795,0.05,0.0635,0.001,0.0485
Mb3473c_213,#153,0.174,0.0635,0.263,0.064,0.081,0.1375,0.068,0,2,0.0785,0.049,0.056,0.009,0.048125
Mb3484c_41,#175,0.0945,0.056,0.249,0.06,0.119,0.5455,0.0735,0,2,0.0565,0.1465,0.0795,0.0085,0.07275
Mb3486c_208,#60,0.0655,0.088,0.481,0.06,0.126,0.096,0.1645,0,2,0.0465,0.06,0.11,-0.009,0.051875
Mb3486c_209,#58,0.081,0.1155,0.608,0.062,0.122,0.115,0.172,1,3,0.048,0.118,0.3215,-0.009,0.119625
Mb3492_115,#277,0.082,0.0595,0.222,0.062,0.189,0.1265,0.078,3,1,0.2495,0.6005,0.56,0.006,0.354
Mb3493_75,#203,0.058,0.051,0.066,0.057,0.075,0.1345,0.072,0,0,0.0465,0.0545,0.124,-0.003,0.0555
Mb3550c_116,#15,0.086,0.053,0.101,0.062,0.084,0.172,0.078,0,1,0.0455,0.0545,0.054,-0.0095,0.036125
Mb3558c_104,#193,0.1095,0.051,0.329,0.067,0.442,0.8625,0.086,4,4,0.4675,0.8615,0.387,0.1105,0.456625
Mb3565c_154,#55,0.0705,0.0505,0.241,0.057,0.08,0.107,0.0705,0,0,0.048,0.137,0.079,-0.012,0.063
Mb3576_173,#259,0.086,0.051,0.09,0.057,0.09,0.115,0.0745,0,0,0.046,0.061,0.0585,-0.004,0.040375
Mb3606c_79,#24,0.071,0.0745,0.228,0.06,0.105,0.1335,0.084,0,1,0.062,0.0605,0.054,-0.006,0.042625
Mb3615_263,#174,0.2245,0.0565,0.174,0.06,0.23,0.2015,0.074,3,3,0.25,0.301,0.656,0.025,0.308
Mb3615_264,#211,0.0615,0.089,0.497,0.055,0.087,0.0765,0.0685,0,1,0.0465,0.053,0.066,-0.0055,0.04
Mb3615_265,#269,0.077,0.0515,0.155,0.062,0.26,0.088,0.0715,3,1,0.525,0.878,0.818,0.0705,0.572875
Mb3619c_168,#111,0.1395,0.0755,0.187,0.062,0.085,0.159,0.068,0,1,0.0805,0.0725,0.0775,0,0.057625
Mb3633c_51,#268,0.066,0.0495,0.355,0.067,0.3,0.515,0.0775,3,3,0.449,0.956,0.445,0.0775,0.481875
Mb3639c_183,#214,0.086,0.052,0.094,0.062,0.083,0.091,0.068,0,0,0.053,0.0645,0.0595,0.0005,0.044375
Mb3644c_78,#75,0.0705,0.0535,0.176,0.06,0.104,0.109,0.072,1,0,0.055,0.2225,0.1505,-0.006,0.1055
Mb3675_57,#99,0.0715,0.05,0.051,0.056,0.069,0.079,0.071,0,0,0.069,0.053,0.0815,0.0045,0.052
Mb3694_184,#127,0.15,0.052,0.064,0.057,0.077,0.0885,0.0705,1,1,0.7875,0.0565,0.064,0.0055,0.228375
Mb3695c_40,#139,0.14,0.052,0.229,0.061,0.08,0.094,0.0685,0,0,0.058,0.0505,0.056,-0.0015,0.04075
Mb3700_198,#82,0.1035,0.053,0.194,0.306,0.281,0.3125,0.07,3,3,0.4355,0.693,0.858,0.011,0.499375
Mb3700_199,#252,0.063,0.0545,0.072,0.057,0.105,0.167,0.0705,0,1,0.0545,0.081,0.0855,-0.004,0.05425
Mb3700_200,#257,0.209,0.0575,0.053,0.072,0.519,0.118,0.072,4,3,0.9865,1.587,1.426,0.182,1.045375
Mb3700_201,#59,0.075,0.084,0.308,0.062,0.164,0.1015,0.1495,3,2,0.151,0.5575,0.6025,0.0035,0.328625
Mb3705_31,#261,0.075,0.238,0.808,0.058,0.118,0.5275,0.233,0,4,0.0555,0.141,0.069,-0.003,0.065625
Mb3717_117,#137,0.0925,0.055,0.216,0.064,0.096,0.2665,0.0755,0,1,0.0665,0.048,0.0565,0.0035,0.043625
Mb3735c_29,#168,0.057,0.0525,0.059,0.06,0.075,0.163,0.0725,0,1,0.0505,0.0515,0.0595,0.0035,0.04125
Mb3744_76,#104,0.1395,0.0585,0.153,0.056,0.082,0.0865,0.069,0,0,0.0495,0.0525,0.054,0.002,0.0395
Mb3758_39,#105,0.1665,0.051,0.052,0.057,0.081,0.0835,0.068,2,1,0.169,0.14,0.1655,0.0145,0.12225
Mb3759_169,#183,0.515,0.36,0.65,0.112,0.747,2.065,0.1575,4,7,1.445,3.248,1.3425,0.383,1.604625
Mb3759_185,#100,0.306,0.108,0.368,0.066,0.172,0.4865,0.081,0,5,0.097,0.0525,0.0835,0.004,0.05925
Mb3791c_71,#5,0.0655,0.0525,0.052,0.062,0.072,0.0765,0.073,2,0,0.056,0.4345,0.247,-0.0105,0.18175
Mb3820_105,#233,0.054,0.052,0.07,0.062,0.072,0.076,0.0675,0,0,0.0465,0.1125,0.14,0.0055,0.076125
Mb3844c_186,#65,0.0735,0.076,0.272,0.057,0.088,0.0975,0.093,0,2,0.0465,0.056,0.0655,-0.011,0.03925
Mb3876_8,#177,0.0965,0.0545,0.065,0.061,0.093,0.2655,0.0835,0,1,0.051,0.079,0.066,0.0075,0.050875
Mb3886c_170,#267,0.0625,0.0535,0.225,0.065,0.16,0.22,0.101,2,3,0.0645,0.303,0.217,-0.0015,0.14575
Mb3893_120,#248,0.2835,0.077,0.393,0.072,0.566,0.4815,0.0715,4,5,1.1175,2.073,2.665,0.2295,1.52125
Mb3947c_171,#157,0.154,0.1395,1.278,0.075,0.2,0.6585,0.292,0,6,0.0515,0.079,0.091,0,0.055375
Mb3948c_139,#81,0.074,0.06,0.183,0.059,0.086,0.1765,0.0835,0,0,0.0495,0.0575,0.0665,-0.0105,0.04075
Mb3949c_174,#201,0.1935,0.304,1.636,0.066,0.205,1.091,0.4625,0,6,0.0455,0.0525,0.0675,-0.0025,0.04075
Mb3952c_144,#182,0.1145,0.051,0.102,0.061,0.087,0.1175,0.0695,0,0,0.0965,0.0605,0.143,0.0045,0.076125
Mb3952c_26,#67,0.107,0.054,0.626,0.082,0.336,0.1545,0.1195,3,5,0.2045,0.642,0.555,0.038,0.359875
